Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
47,No,Sales,11537,1,2,22,16,2,Yes,2,HR Executive
26,No,R&D,11421,2,2,1,8,4,No,4,Manager
27,No,HR,10550,1,2,6,10,4,Yes,7,Manager
53,No,R&D,3723,2,4,2,21,3,No,2,Manager
34,No,Sales,15076,1,2,21,29,1,No,0,Sales Executive
49,No,R&D,11094,2,3,15,4,4,No,3,Sales Executive
37,No,HR,6494,1,1,1,2,4,No,7,Engineer
38,No,HR,7571,4,4,13,23,1,Yes,9,HR Executive
55,Yes,HR,5595,1,3,21,1,2,Yes,4,HR Executive
54,No,HR,17925,3,3,2,26,2,No,6,Engineer
34,No,R&D,2880,3,4,10,10,3,No,8,Technician
34,No,HR,14397,3,1,14,5,4,No,9,Manager
46,No,Sales,6701,2,2,4,23,2,Yes,0,Technician
54,No,HR,19126,4,2,30,28,3,No,6,Sales Executive
57,No,Sales,15298,2,2,33,24,1,Yes,0,Engineer
43,No,HR,3871,4,2,33,18,3,Yes,1,HR Executive
40,No,R&D,2330,4,4,34,11,1,Yes,6,Sales Executive
45,No,R&D,16816,2,2,2,26,4,No,7,Technician
58,No,HR,6523,3,1,34,1,3,No,2,Sales Executive
19,Yes,HR,15629,4,4,4,3,4,Yes,8,Engineer
38,No,HR,5797,2,3,5,29,3,No,5,Engineer
20,No,Sales,17628,1,2,3,1,4,Yes,6,Manager
46,No,HR,19759,4,3,39,23,2,No,8,Sales Executive
51,No,HR,14889,4,2,27,28,3,Yes,4,Technician
21,No,HR,12696,2,1,38,8,3,No,3,HR Executive
41,Yes,HR,14032,3,4,32,5,1,Yes,5,Manager
38,No,Sales,8103,4,1,22,11,1,No,8,HR Executive
36,Yes,Sales,8038,4,2,23,24,2,Yes,8,HR Executive
54,No,HR,5148,4,3,33,20,4,No,5,Engineer
19,No,R&D,5975,4,4,39,21,3,No,5,Engineer
54,No,R&D,5009,3,3,9,11,2,No,0,Manager
36,No,Sales,4392,1,3,33,28,1,Yes,8,HR Executive
24,No,Sales,12104,4,2,13,12,4,Yes,1,HR Executive
57,No,Sales,18028,3,2,37,24,1,No,5,Engineer
27,No,R&D,17722,3,3,1,7,3,No,4,Sales Executive
59,Yes,R&D,13403,2,4,25,27,1,No,2,Sales Executive
58,No,R&D,18085,4,3,28,23,4,No,2,Technician
41,No,Sales,6661,1,4,25,23,4,No,4,HR Executive
21,No,Sales,18629,3,2,15,22,2,Yes,4,HR Executive
19,No,R&D,11657,2,3,39,15,2,No,3,Technician
45,No,HR,10847,4,1,30,13,4,No,7,Manager
23,Yes,Sales,13290,2,3,4,14,1,Yes,0,Technician
38,No,R&D,16397,1,2,36,19,3,No,7,HR Executive
26,No,HR,13800,1,2,36,22,4,Yes,9,Manager
40,No,R&D,8410,2,3,20,25,4,Yes,6,HR Executive
33,No,Sales,16377,3,1,28,19,4,Yes,1,Engineer
54,No,Sales,4598,2,4,2,15,2,Yes,0,HR Executive
44,No,HR,18984,3,3,1,4,3,No,3,Engineer
53,No,HR,17223,2,2,5,3,2,Yes,8,HR Executive
54,No,R&D,2885,2,2,37,4,3,No,7,Manager
43,No,HR,7401,2,1,25,5,2,Yes,4,Manager
19,Yes,Sales,11930,2,2,7,19,1,Yes,0,HR Executive
39,No,Sales,7390,1,1,1,14,4,No,2,Technician
26,No,HR,10565,3,1,39,5,3,No,6,Technician
38,No,R&D,11921,1,3,15,16,1,Yes,0,Technician
28,No,Sales,17066,4,3,20,13,3,No,9,Engineer
52,No,R&D,15740,1,3,32,24,3,Yes,5,HR Executive
18,No,HR,5047,2,2,8,5,1,No,6,Technician
49,Yes,HR,7786,1,3,11,6,3,No,2,Manager
50,No,R&D,7455,1,3,14,14,4,Yes,1,Manager
35,No,HR,18578,4,2,16,7,4,No,6,Engineer
29,No,Sales,8391,4,1,36,22,2,Yes,2,Sales Executive
41,No,HR,15389,3,4,5,8,4,No,5,Engineer
40,No,R&D,10518,3,4,12,26,3,Yes,5,HR Executive
36,Yes,Sales,19412,1,1,14,4,4,No,5,HR Executive
40,Yes,Sales,18429,4,3,3,10,1,Yes,9,Engineer
35,No,Sales,9181,2,1,5,24,3,No,5,HR Executive
34,No,Sales,5824,2,4,36,19,2,No,7,Sales Executive
28,No,Sales,16550,4,1,9,13,2,Yes,2,HR Executive
56,No,Sales,3893,1,4,27,18,2,Yes,2,Engineer
39,No,R&D,18935,4,1,30,28,1,No,6,Technician
47,Yes,Sales,9450,2,3,21,21,3,No,9,Technician
29,No,HR,10908,1,4,19,5,2,Yes,3,Sales Executive
52,Yes,HR,16378,3,1,27,10,4,No,9,Manager
19,No,R&D,6465,3,4,11,27,1,Yes,8,Sales Executive
55,No,Sales,7207,2,3,6,16,3,No,1,Sales Executive
20,No,R&D,2835,4,4,11,16,4,No,0,Engineer
31,Yes,Sales,4334,1,4,30,7,4,No,8,HR Executive
43,Yes,R&D,11879,4,4,32,23,4,Yes,8,Manager
26,No,R&D,5626,2,4,8,15,2,Yes,6,Technician
34,No,R&D,9697,4,3,9,18,3,No,1,Engineer
18,No,R&D,17487,1,3,20,11,3,No,9,Manager
49,Yes,Sales,16295,3,2,13,6,2,Yes,3,Manager
36,No,HR,9977,2,3,35,24,3,No,2,Sales Executive
46,No,R&D,3615,1,2,0,27,2,Yes,9,HR Executive
38,Yes,HR,11779,2,4,3,2,1,Yes,3,Technician
24,No,Sales,7913,1,3,30,3,4,No,9,Engineer
34,No,HR,8752,2,3,4,4,2,Yes,4,Engineer
54,No,HR,10626,4,3,18,1,3,No,7,Manager
52,No,R&D,10689,1,4,32,23,1,No,4,Manager
31,No,R&D,19861,1,4,37,29,3,Yes,7,HR Executive
38,No,HR,16492,3,4,12,20,4,Yes,9,Technician
37,No,HR,6180,3,3,1,16,2,No,4,Engineer
53,No,R&D,5406,3,4,12,28,1,Yes,2,Engineer
54,No,R&D,9498,4,2,2,14,3,Yes,2,Technician
19,No,Sales,15780,4,2,2,9,1,No,5,Manager
43,No,HR,15167,4,3,16,12,4,No,0,Engineer
38,Yes,R&D,13141,3,2,32,17,3,Yes,2,Engineer
46,Yes,Sales,15254,4,3,26,6,1,Yes,7,Engineer
28,No,R&D,11125,2,1,38,14,2,Yes,2,Manager
34,No,Sales,19894,4,4,10,4,2,Yes,9,Manager
30,No,R&D,18464,4,2,9,6,2,No,9,Manager
39,No,R&D,19125,3,2,20,1,4,Yes,3,Engineer
24,No,R&D,12753,4,2,8,8,1,Yes,6,HR Executive
24,No,Sales,13448,3,3,14,2,1,Yes,0,Manager
29,No,R&D,8268,3,2,20,28,4,Yes,6,HR Executive
49,No,HR,6544,4,3,33,22,2,No,0,Engineer
58,No,Sales,8931,1,3,18,17,2,No,8,Manager
30,No,Sales,5816,4,4,39,23,3,Yes,9,Manager
19,No,HR,8866,2,2,28,17,4,No,3,Sales Executive
19,No,Sales,7381,2,2,2,18,2,No,8,Engineer
27,No,HR,19985,3,1,10,17,3,Yes,8,Sales Executive
32,No,HR,9704,4,3,24,7,1,Yes,5,HR Executive
34,No,Sales,14851,2,3,13,28,1,Yes,0,Technician
20,No,R&D,17778,2,4,21,11,1,Yes,0,Engineer
46,No,HR,18855,3,1,14,2,2,Yes,9,Technician
22,No,HR,14882,4,1,34,27,3,No,5,Manager
19,Yes,R&D,2504,4,3,5,5,4,Yes,9,Engineer
51,No,R&D,15986,3,2,12,20,4,Yes,7,Sales Executive
29,Yes,Sales,14713,4,2,39,27,1,Yes,6,Manager
53,Yes,HR,15470,2,4,27,9,1,No,8,Manager
57,No,Sales,8924,2,1,18,29,2,Yes,4,Engineer
34,No,HR,7373,2,4,0,16,1,No,2,HR Executive
29,No,Sales,9895,4,2,31,18,2,No,6,Sales Executive
23,No,R&D,16661,1,3,22,26,4,Yes,9,Engineer
55,No,HR,8152,3,1,5,12,4,Yes,6,Manager
58,No,Sales,15356,1,1,35,29,3,Yes,1,Engineer
19,Yes,R&D,4043,1,4,32,3,2,Yes,2,Technician
44,No,HR,2106,3,2,7,17,1,No,5,Engineer
20,Yes,R&D,11061,3,3,21,6,2,Yes,5,Engineer
59,No,HR,5481,4,1,16,29,3,Yes,4,HR Executive
39,No,HR,16459,4,1,5,7,2,Yes,3,Engineer
21,No,HR,15772,2,1,33,3,4,Yes,0,Technician
34,No,Sales,10995,3,3,31,2,2,No,0,Engineer
46,No,HR,4155,4,3,4,20,4,No,6,Technician
35,No,Sales,13725,3,1,38,3,4,Yes,8,Engineer
22,No,Sales,6046,4,2,10,28,4,Yes,3,Sales Executive
23,No,R&D,10030,3,4,23,23,4,Yes,2,Engineer
24,No,Sales,12097,4,1,36,28,1,Yes,0,Technician
31,Yes,R&D,13503,1,1,3,9,1,No,2,HR Executive
50,Yes,Sales,13625,1,1,29,6,1,Yes,6,Technician
30,No,Sales,14565,1,4,11,16,2,Yes,3,HR Executive
25,No,R&D,7588,2,2,29,6,4,No,9,Manager
18,No,Sales,14459,1,1,23,18,1,No,2,Technician
30,No,R&D,5078,1,2,37,26,4,No,5,Manager
38,No,R&D,8109,1,3,31,10,2,No,7,Technician
28,No,HR,5301,4,4,31,28,2,Yes,1,Engineer
55,No,HR,12468,2,3,22,28,2,Yes,1,Sales Executive
26,No,Sales,12099,4,4,20,4,1,Yes,6,Sales Executive
50,No,Sales,3962,3,1,18,11,1,Yes,2,Sales Executive
20,No,HR,5695,3,3,27,12,4,Yes,9,Engineer
19,Yes,HR,4266,2,4,33,6,3,Yes,6,Sales Executive
21,Yes,HR,5618,2,4,20,10,1,Yes,3,Manager
33,No,Sales,5813,3,1,28,27,4,Yes,0,Engineer
55,Yes,R&D,12586,2,4,6,7,3,No,2,Manager
49,No,R&D,7926,1,4,23,24,2,Yes,1,Manager
36,Yes,Sales,14335,4,4,3,7,4,No,5,Technician
22,No,Sales,17815,2,3,4,27,1,No,8,HR Executive
43,No,Sales,2006,1,4,25,11,4,Yes,7,HR Executive
45,Yes,Sales,12438,1,3,25,2,4,No,0,Sales Executive
24,No,HR,4814,1,2,22,3,3,No,4,HR Executive
22,No,R&D,10589,4,2,19,24,1,Yes,9,Technician
40,No,HR,10981,3,2,18,15,4,Yes,4,Sales Executive
44,No,HR,3755,4,3,39,21,3,No,4,Technician
32,No,R&D,3321,4,1,39,27,1,Yes,7,Engineer
26,No,R&D,7993,2,2,14,3,2,Yes,1,HR Executive
26,No,Sales,16872,3,2,32,27,1,No,7,Sales Executive
33,No,Sales,9285,2,3,28,26,4,No,9,HR Executive
43,No,HR,11214,2,4,27,13,1,Yes,7,Engineer
46,Yes,R&D,12395,4,3,3,15,3,Yes,3,Engineer
56,No,HR,8346,1,3,24,12,1,No,3,Engineer
43,No,R&D,8904,2,1,16,22,4,No,2,Technician
34,No,Sales,12501,1,4,38,8,4,Yes,8,Sales Executive
43,No,R&D,4528,2,3,31,12,4,No,6,Engineer
25,No,HR,5642,2,1,21,10,4,Yes,4,Engineer
48,No,R&D,13498,4,3,39,11,4,No,3,HR Executive
36,No,R&D,16219,2,4,31,1,2,Yes,8,HR Executive
19,No,HR,11762,2,2,3,12,1,Yes,3,Technician
51,No,Sales,8320,1,1,5,5,3,Yes,7,Manager
20,No,Sales,12538,4,2,32,22,1,No,8,HR Executive
45,No,R&D,18511,4,1,14,11,4,Yes,8,Engineer
27,No,R&D,3369,4,4,0,2,1,Yes,9,Engineer
26,No,R&D,14268,4,3,36,16,2,No,7,Technician
24,No,HR,18640,1,4,16,3,3,Yes,7,Engineer
57,No,R&D,6742,4,3,37,29,3,Yes,7,Manager
44,No,Sales,16034,2,3,10,20,1,No,5,Sales Executive
53,No,R&D,6539,2,4,4,27,1,No,6,Engineer
21,No,R&D,7348,4,1,39,9,4,No,0,Engineer
29,No,Sales,3266,1,3,0,9,2,Yes,6,Sales Executive
47,Yes,HR,5927,2,4,36,26,2,No,6,Sales Executive
36,Yes,HR,7504,3,2,11,7,1,Yes,8,Technician
51,No,R&D,17112,4,4,33,10,1,No,9,Technician
54,No,Sales,10948,4,3,19,16,4,Yes,7,Manager
58,No,HR,11583,2,2,16,24,3,No,7,Engineer
54,No,R&D,2689,1,2,22,24,2,No,3,Technician
54,No,HR,9006,2,4,9,9,2,Yes,1,Technician
37,Yes,Sales,17238,1,1,23,19,1,Yes,2,Sales Executive
54,No,Sales,8143,3,1,36,10,2,Yes,7,Sales Executive
35,Yes,R&D,15912,1,4,27,4,1,No,1,Sales Executive
33,Yes,HR,11629,1,2,20,26,2,No,8,Sales Executive
28,No,R&D,4217,3,4,19,20,4,No,2,HR Executive
19,No,HR,2268,4,2,2,2,4,Yes,3,Sales Executive
44,No,HR,4512,4,4,14,29,2,Yes,2,HR Executive
49,No,Sales,10090,1,2,0,8,1,Yes,0,Sales Executive
32,No,Sales,16669,1,4,32,13,3,No,2,Manager
33,No,HR,12347,2,4,30,8,1,Yes,2,Sales Executive
19,No,Sales,6781,2,2,28,4,2,Yes,8,Engineer
44,Yes,Sales,13303,1,3,27,14,3,Yes,4,Technician
33,No,Sales,8733,1,2,27,27,1,No,1,Manager
39,No,R&D,19059,2,3,1,11,4,No,7,Manager
41,No,R&D,11939,4,4,31,4,4,Yes,6,Manager
34,No,Sales,9210,2,3,6,13,3,Yes,6,Sales Executive
47,Yes,HR,4489,1,2,10,14,4,Yes,6,HR Executive
31,No,HR,16444,4,2,27,6,4,No,4,Engineer
38,Yes,Sales,7184,3,3,6,8,4,Yes,2,Manager
36,No,Sales,12590,2,3,27,23,3,Yes,9,HR Executive
43,No,HR,13677,1,2,6,12,2,No,7,Engineer
51,No,Sales,19266,1,3,35,29,3,No,4,Sales Executive
56,No,HR,4583,1,2,25,26,3,Yes,0,HR Executive
49,Yes,HR,17929,1,3,22,1,4,No,3,Sales Executive
29,Yes,HR,9133,3,3,29,11,2,No,0,HR Executive
36,No,R&D,10368,2,2,5,29,1,Yes,6,Manager
46,No,HR,3342,1,1,14,16,4,Yes,5,Sales Executive
39,No,HR,18554,1,3,17,13,1,No,9,Manager
19,No,R&D,9042,4,2,30,17,3,No,6,HR Executive
56,No,HR,18772,3,2,13,28,1,No,0,Sales Executive
44,No,HR,12911,1,1,4,24,1,No,9,Engineer
50,Yes,Sales,12525,2,3,0,22,4,No,7,HR Executive
53,Yes,R&D,12655,2,2,39,28,2,No,7,Technician
58,Yes,R&D,5213,4,4,8,21,4,Yes,3,HR Executive
32,No,R&D,10502,2,3,1,12,1,Yes,0,Engineer
46,No,R&D,11903,2,2,27,28,2,Yes,7,Technician
20,Yes,HR,5896,1,4,16,13,4,Yes,0,Sales Executive
35,No,R&D,3216,2,4,22,3,1,Yes,7,HR Executive
46,No,HR,3701,4,4,29,16,1,No,3,Engineer
56,Yes,HR,2776,4,2,37,3,3,Yes,5,Technician
57,No,Sales,10934,4,3,27,22,3,No,1,Engineer
28,No,R&D,8020,1,1,15,14,1,No,0,Engineer
32,Yes,R&D,9975,2,3,39,16,4,No,3,Engineer
42,No,R&D,10296,1,2,33,28,1,No,8,HR Executive
28,No,Sales,11749,1,3,11,15,2,No,7,Engineer
24,Yes,Sales,18125,4,4,32,27,3,No,0,Engineer
46,Yes,R&D,5824,3,2,10,26,2,No,4,Sales Executive
59,No,Sales,10902,4,3,12,27,3,Yes,9,Technician
28,Yes,R&D,3054,4,4,3,23,3,No,0,HR Executive
48,No,HR,5684,1,2,26,2,4,Yes,2,Manager
32,No,Sales,2997,3,2,28,29,4,Yes,4,Manager
57,No,Sales,9677,4,3,10,21,4,Yes,2,HR Executive
47,Yes,Sales,18769,1,2,12,25,2,No,2,Technician
35,No,Sales,5816,3,4,39,2,3,Yes,8,HR Executive
45,Yes,HR,11660,3,4,36,21,1,No,9,HR Executive
46,No,R&D,19700,1,1,3,24,3,No,0,HR Executive
48,Yes,Sales,11296,4,2,35,22,4,Yes,5,Manager
49,No,HR,2600,2,1,30,10,4,Yes,8,Sales Executive
32,Yes,HR,6889,4,3,12,6,1,Yes,1,Engineer
59,No,Sales,15639,4,2,30,9,1,No,3,Sales Executive
44,No,HR,5240,3,1,9,19,1,No,8,Manager
32,No,Sales,12981,4,1,38,21,3,No,3,Manager
28,Yes,R&D,18608,1,2,23,17,4,Yes,0,Engineer
22,Yes,R&D,7534,4,1,5,28,3,No,5,Sales Executive
48,No,R&D,8952,2,3,21,15,3,No,6,Sales Executive
48,No,HR,18078,4,3,23,27,1,Yes,4,HR Executive
55,No,R&D,19998,4,3,10,13,4,Yes,6,Manager
22,No,HR,9608,1,2,3,3,3,No,0,Manager
27,No,HR,2867,2,3,21,28,3,No,9,Technician
33,No,R&D,14275,2,1,7,16,2,No,5,Sales Executive
54,No,Sales,9170,2,4,0,27,4,Yes,1,Engineer
19,No,Sales,3502,2,2,0,15,3,Yes,4,Manager
26,No,R&D,7356,4,3,28,11,2,No,7,Manager
19,No,Sales,17580,4,2,16,15,2,No,5,Engineer
52,No,Sales,10371,2,1,31,9,1,No,4,Engineer
42,No,Sales,2679,1,4,6,21,4,Yes,9,Engineer
40,No,HR,15606,3,2,8,8,1,Yes,2,Manager
40,Yes,R&D,14266,1,1,14,18,3,Yes,5,HR Executive
57,No,R&D,5757,3,1,17,8,1,Yes,3,Manager
51,No,HR,13462,4,2,19,2,3,No,7,Sales Executive
43,Yes,Sales,6157,4,3,8,22,3,Yes,4,Technician
53,No,Sales,5896,3,4,39,6,3,No,8,Engineer
38,No,R&D,8605,1,3,11,2,4,Yes,7,HR Executive
30,No,R&D,8116,1,4,26,14,3,Yes,7,Sales Executive
29,No,Sales,8130,3,1,23,13,2,Yes,5,Engineer
58,No,Sales,6897,3,2,36,17,3,No,6,HR Executive
55,Yes,R&D,7075,3,3,28,22,3,Yes,2,Sales Executive
21,Yes,Sales,3713,1,4,21,9,3,No,0,Engineer
38,No,HR,5587,3,4,5,20,4,Yes,7,Manager
44,No,HR,11257,3,2,30,8,3,Yes,8,Manager
45,No,Sales,14315,1,4,3,5,3,Yes,6,Manager
33,No,R&D,3034,3,3,23,3,4,No,2,Sales Executive
30,No,Sales,14290,1,2,0,15,3,No,6,Technician
34,No,R&D,5139,3,3,14,19,2,No,0,Technician
44,No,HR,5625,4,4,16,21,3,Yes,8,Technician
29,No,R&D,9275,1,4,23,18,1,Yes,1,Technician
35,No,R&D,15486,2,2,17,21,2,Yes,9,Manager
56,Yes,R&D,9866,4,2,0,3,4,Yes,8,Manager
51,No,R&D,10352,4,3,3,27,1,No,5,HR Executive
51,No,R&D,13761,2,3,23,21,1,Yes,9,Sales Executive
37,No,HR,9394,2,2,36,25,1,Yes,9,HR Executive
43,No,HR,8793,2,3,27,19,4,Yes,2,Manager
22,No,HR,13359,4,4,8,8,1,Yes,0,HR Executive
46,No,Sales,12898,2,3,9,16,4,Yes,0,Engineer
29,No,Sales,3030,4,3,26,13,3,Yes,4,Sales Executive
40,No,HR,9399,3,3,20,23,2,No,4,Technician
20,No,Sales,15538,2,4,8,23,1,Yes,3,HR Executive
23,No,R&D,4319,2,1,8,9,1,Yes,8,Manager
44,No,HR,10761,1,1,20,22,2,Yes,7,HR Executive
50,No,R&D,7862,3,3,18,11,1,Yes,0,HR Executive
56,Yes,R&D,3128,2,2,27,5,2,Yes,7,Sales Executive
42,No,Sales,12047,1,2,38,18,1,Yes,7,HR Executive
31,No,Sales,10040,2,2,29,23,4,Yes,7,HR Executive
43,No,HR,2357,4,3,9,7,1,No,8,Engineer
40,Yes,R&D,2111,2,4,35,23,4,No,9,Sales Executive
51,No,HR,16004,4,4,7,12,1,No,0,Manager
28,Yes,HR,9752,3,1,34,2,2,Yes,5,Engineer
28,No,Sales,15015,4,4,1,26,1,No,2,HR Executive
42,No,Sales,17690,1,1,15,23,2,Yes,8,HR Executive
48,No,HR,12689,3,3,32,22,4,Yes,7,HR Executive
57,Yes,Sales,13932,2,3,4,29,3,Yes,0,Sales Executive
19,No,HR,17548,3,1,1,6,3,No,2,HR Executive
41,Yes,Sales,5816,2,1,35,1,3,Yes,7,Technician
25,No,HR,2507,4,2,14,13,3,Yes,3,Manager
31,No,Sales,14115,2,4,30,29,3,Yes,3,Technician
57,No,R&D,8807,1,4,0,10,2,No,3,Sales Executive
43,Yes,R&D,5257,4,2,20,12,2,No,8,Sales Executive
36,No,Sales,16077,2,1,27,8,1,Yes,1,HR Executive
42,No,Sales,2048,1,3,5,19,4,Yes,7,Engineer
19,No,HR,4953,2,2,16,23,3,No,0,Engineer
32,No,HR,10772,2,3,17,25,3,Yes,9,Engineer
39,No,R&D,13644,1,4,21,17,4,No,5,Manager
19,Yes,R&D,7765,4,4,17,21,3,No,8,Manager
58,No,R&D,8187,3,3,39,23,3,No,8,Sales Executive
54,No,HR,8692,2,4,10,29,1,No,4,Technician
36,No,Sales,11270,4,2,16,5,1,Yes,8,Manager
38,Yes,HR,4524,4,4,24,1,4,Yes,9,Sales Executive
21,No,HR,7590,3,3,35,25,1,Yes,6,HR Executive
23,No,R&D,9891,3,2,37,3,1,No,9,HR Executive
35,No,Sales,16308,3,1,24,6,1,No,2,Technician
47,Yes,Sales,7077,4,2,27,3,2,Yes,1,Engineer
38,Yes,R&D,15837,4,3,19,19,2,No,6,Engineer
42,No,Sales,15576,3,1,36,19,1,Yes,1,Engineer
34,No,Sales,6350,3,3,18,13,2,Yes,3,Technician
40,No,HR,16985,2,4,18,20,2,No,6,Manager
55,Yes,HR,16947,3,1,31,7,3,No,7,Manager
51,No,R&D,11508,1,2,34,21,1,Yes,9,Engineer
29,No,R&D,18013,1,2,36,6,4,Yes,2,HR Executive
29,No,HR,7875,1,1,4,15,3,No,2,Sales Executive
54,No,HR,4738,4,4,21,28,4,No,5,Technician
27,No,R&D,11054,3,1,4,20,4,No,8,Sales Executive
42,No,HR,13122,1,1,24,23,2,No,9,Sales Executive
37,No,Sales,12103,1,4,36,24,3,No,0,Engineer
52,No,R&D,10706,2,2,18,11,1,Yes,2,Engineer
59,Yes,Sales,12428,2,3,28,25,2,No,4,HR Executive
52,No,Sales,8393,1,3,24,18,1,Yes,4,Manager
23,No,HR,6969,1,4,2,7,1,Yes,0,HR Executive
22,Yes,Sales,8871,4,4,0,12,2,No,0,Manager
34,No,R&D,8316,2,3,15,23,2,No,3,HR Executive
18,No,R&D,13269,1,4,27,6,3,No,9,Sales Executive
20,No,Sales,15699,1,3,36,2,1,No,5,Engineer
35,No,HR,15582,4,3,4,3,2,Yes,7,Engineer
56,No,R&D,18351,1,2,38,29,4,No,4,HR Executive
45,No,Sales,7299,1,3,12,14,4,No,7,Sales Executive
21,No,R&D,16581,1,3,32,1,4,Yes,1,HR Executive
49,No,HR,9354,4,3,9,11,2,No,7,Manager
59,No,Sales,9070,3,4,20,18,4,Yes,7,Technician
49,No,R&D,5438,3,2,37,22,1,No,5,Engineer
18,No,R&D,15276,3,4,36,26,1,No,7,Technician
52,No,Sales,4399,3,2,33,8,4,Yes,3,Engineer
21,No,HR,13861,2,4,8,17,4,No,2,Technician
41,No,HR,7316,2,3,16,8,2,No,3,Manager
55,Yes,HR,4514,3,1,1,20,1,No,0,Sales Executive
18,Yes,HR,7925,4,4,17,4,2,Yes,8,Sales Executive
34,No,R&D,16443,4,3,15,2,2,No,8,HR Executive
59,Yes,HR,5136,3,4,1,19,4,Yes,6,HR Executive
32,Yes,Sales,6419,3,3,34,15,1,No,8,Sales Executive
55,Yes,R&D,15369,1,1,13,16,4,Yes,5,Sales Executive
40,Yes,Sales,9066,1,4,12,4,3,Yes,8,Sales Executive
29,No,HR,12562,3,1,0,12,2,Yes,0,Engineer
22,Yes,Sales,3502,4,2,12,1,2,No,4,HR Executive
29,No,HR,7891,1,2,6,16,1,No,1,Engineer
36,No,Sales,17081,3,3,15,21,3,No,5,Manager
25,No,Sales,17876,2,4,18,11,3,Yes,2,Manager
21,Yes,Sales,2941,2,4,39,26,2,Yes,1,HR Executive
36,No,R&D,4685,3,4,38,6,2,No,8,Engineer
28,No,Sales,8381,4,4,37,21,3,Yes,9,Technician
49,No,R&D,9693,1,3,38,15,3,No,9,Technician
55,Yes,R&D,13334,1,3,25,14,1,Yes,7,Sales Executive
50,No,Sales,4620,3,3,2,13,2,Yes,1,HR Executive
50,No,R&D,4358,2,1,6,28,2,No,1,Sales Executive
44,Yes,Sales,17606,1,1,6,9,4,Yes,5,HR Executive
36,No,Sales,19269,4,2,2,20,3,No,5,Technician
54,No,Sales,13015,4,1,34,21,2,No,1,Technician
30,No,R&D,2550,3,3,6,20,1,Yes,5,Engineer
40,Yes,HR,9500,1,1,37,22,3,Yes,6,Engineer
45,Yes,R&D,8505,4,3,23,10,2,Yes,6,HR Executive
59,No,R&D,2154,4,3,30,22,4,Yes,9,Engineer
56,No,Sales,6743,2,1,2,27,1,Yes,4,Engineer
58,No,R&D,3508,2,3,34,5,1,Yes,5,HR Executive
53,No,HR,3558,3,3,15,7,1,No,6,Engineer
31,Yes,HR,15846,1,4,30,15,4,No,7,Technician
51,No,R&D,8273,4,4,9,2,1,No,4,HR Executive
20,No,HR,12546,1,2,6,13,3,Yes,8,Manager
58,No,R&D,7665,4,1,10,12,4,Yes,8,Engineer
22,No,HR,10092,3,3,17,29,3,No,2,Manager
41,No,Sales,13008,4,1,37,29,2,No,1,Engineer
32,Yes,HR,17160,3,3,33,22,4,Yes,0,HR Executive
52,Yes,Sales,10857,4,1,15,25,2,Yes,6,Technician
18,No,Sales,2849,2,1,35,10,1,No,1,Engineer
53,Yes,HR,14397,1,2,39,10,2,Yes,8,Manager
52,No,Sales,13785,1,2,32,12,4,Yes,2,Manager
28,No,Sales,3442,3,4,9,15,3,Yes,5,HR Executive
24,Yes,Sales,14958,3,2,35,8,4,No,8,Sales Executive
22,No,R&D,4253,2,3,1,28,3,No,2,Technician
48,No,Sales,19453,3,4,33,20,3,No,7,Engineer
44,No,R&D,2253,2,2,13,10,1,No,0,Engineer
53,No,Sales,13492,3,4,20,28,2,No,2,Manager
22,Yes,R&D,18272,2,3,22,19,1,Yes,3,HR Executive
53,No,HR,19121,2,1,31,13,3,Yes,7,Technician
26,No,HR,10673,3,2,8,8,4,Yes,6,Manager
43,No,HR,16898,4,2,24,24,4,Yes,9,Technician
34,No,Sales,12143,1,2,28,9,2,No,5,Engineer
30,No,R&D,9580,3,3,31,6,3,Yes,6,HR Executive
49,No,HR,5468,4,1,31,28,1,No,0,Technician
21,No,HR,18403,1,4,7,25,2,No,7,Engineer
57,No,Sales,14274,3,1,18,20,2,Yes,7,Manager
39,No,HR,9354,2,4,26,9,4,No,0,Sales Executive
46,Yes,Sales,3759,4,2,27,12,4,Yes,0,Engineer
55,No,R&D,16097,2,1,23,7,2,Yes,3,Sales Executive
28,Yes,HR,15751,1,4,18,19,2,No,2,Engineer
58,No,Sales,19615,1,4,15,16,1,No,0,Sales Executive
26,No,Sales,14172,2,1,27,4,4,Yes,1,Manager
30,Yes,HR,4240,2,4,18,13,1,No,9,Manager
58,No,Sales,3977,4,3,10,13,3,No,0,Sales Executive
32,No,Sales,6172,4,2,8,3,4,No,4,Engineer
35,No,HR,4456,3,3,28,9,1,Yes,9,HR Executive
50,No,HR,4477,2,3,13,20,4,No,9,Sales Executive
46,No,R&D,16093,2,4,14,29,2,Yes,9,Manager
38,No,Sales,9309,1,3,17,9,2,Yes,8,Manager
29,Yes,R&D,16614,4,4,26,15,2,Yes,8,Sales Executive
55,Yes,Sales,15768,2,2,13,3,1,Yes,5,Sales Executive
46,Yes,Sales,16851,4,4,5,11,2,No,6,HR Executive
32,No,Sales,6174,4,3,13,16,1,Yes,1,Technician
42,No,HR,5126,2,4,5,26,4,Yes,9,Manager
53,Yes,R&D,7320,3,3,25,10,3,Yes,0,HR Executive
55,No,Sales,15393,2,3,0,18,1,Yes,9,Technician
